customer_id,segment,sku,sku_name,date,month,qty,channel,price,region,revenue
C1190,WINTER,MOB001,Allgäuer Latschenkiefer Mobil Gel,2025-01-05,1,1,pharmacy,7.99,Hessen,7.99
C1221,BUDGET,FUS001,Allgäuer Latschenkiefer Fußbad,2025-01-05,1,1,drugstore,4.99,NRW,4.99
C1110,SELFCARE,BEI001,5in1 Beinlotion,2025-01-06,1,1,drugstore,9.99,Hessen,9.99
C1151,WINTER,FUS001,Allgäuer Latschenkiefer Fußbad,2025-01-06,1,1,pharmacy,4.99,Hessen,4.99
C1154,WINTER,MOB001,Allgäuer Latschenkiefer Mobil Gel,2025-01-06,1,3,supermarket,7.99,Bayern,23.97
C1180,WINTER,FUS001,Allgäuer Latschenkiefer Fußbad,2025-01-06,1,1,supermarket,4.99,Bayern,4.99
C1067,SELFCARE,HOR001,Hornhaut Entferner Maske,2025-01-07,1,1,drugstore,5.49,Saarland,5.49
C1130,SELFCARE,BEI001,5in1 Beinlotion,2025-01-07,1,1,pharmacy,9.99,Hessen,9.99
C1137,WINTER,FUS001,Allgäuer Latschenkiefer Fußbad,2025-01-07,1,1,pharmacy,4.99,Saarland,4.99
C1169,WINTER,MOB001,Allgäuer Latschenkiefer Mobil Gel,2025-01-07,1,2,supermarket,7.99,Hessen,15.98
C1202,BUDGET,BEI001,5in1 Beinlotion,2025-01-07,1,2,drugstore,9.99,Hessen,19.98
C1245,BUDGET,HOR001,Hornhaut Entferner Maske,2025-01-07,1,1,supermarket,5.49,Hessen,5.49
C1023,ATHLETE,MOB001,Allgäuer Latschenkiefer Mobil Gel,2025-01-08,1,3,online,7.99,Baden-Württemberg,23.97
C1173,WINTER,MOB001,Allgäuer Latschenkiefer Mobil Gel,2025-01-08,1,1,supermarket,7.99,Hessen,7.99
C1175,WINTER,FUS001,Allgäuer Latschenkiefer Fußbad,2025-01-08,1,2,pharmacy,4.99,Saarland,9.98
C1195,WINTER,MOB001,Allgäuer Latschenkiefer Mobil Gel,2025-01-08,1,1,pharmacy,7.99,Hessen,7.99
C1215,BUDGET,FUS001,Allgäuer Latschenkiefer Fußbad,2025-01-08,1,1,supermarket,4.99,Baden-Württemberg,4.99
C1001,ATHLETE,EIS001,Eisspray akut,2025-01-09,1,1,online,8.49,Baden-Württemberg,8.49
C1034,ATHLETE,MOB001,Allgäuer Latschenkiefer Mobil Gel,2025-01-09,1,1,pharmacy,7.99,Baden-Württemberg,7.99
C1036,ATHLETE,MOB001,Allgäuer Latschenkiefer Mobil Gel,2025-01-09,1,2,pharmacy,7.99,NRW,15.98
C1105,SELFCARE,BEI001,5in1 Beinlotion,2025-01-09,1,1,pharmacy,9.99,NRW,9.99
C1114,SELFCARE,BEI001,5in1 Beinlotion,2025-01-09,1,1,drugstore,9.99,Saarland,9.99
C1167,WINTER,MOB001,Allgäuer Latschenkiefer Mobil Gel,2025-01-09,1,2,supermarket,7.99,Bayern,15.98
C1208,BUDGET,FUS001,Allgäuer Latschenkiefer Fußbad,2025-01-09,1,1,drugstore,4.99,NRW,4.99
C1229,BUDGET,FUS001,Allgäuer Latschenkiefer Fußbad,2025-01-09,1,1,drugstore,4.99,NRW,4.99
C1214,BUDGET,FUS001,Allgäuer Latschenkiefer Fußbad,2025-01-10,1,2,drugstore,4.99,Baden-Württemberg,9.98
C1214,BUDGET,FUS001,Allgäuer Latschenkiefer Fußbad,2025-01-10,1,2,drugstore,4.99,Baden-Württemberg,9.98
C1181,WINTER,FUS001,Allgäuer Latschenkiefer Fußbad,2025-01-11,1,1,pharmacy,4.99,Saarland,4.99
C1256,BUDGET,FUS001,Allgäuer Latschenkiefer Fußbad,2025-01-11,1,2,supermarket,4.99,Hessen,9.98
C1042,ATHLETE,MOB001,Allgäuer Latschenkiefer Mobil Gel,2025-01-12,1,2,online,7.99,NRW,15.98
C1111,SELFCARE,BEI001,5in1 Beinlotion,2025-01-12,1,2,drugstore,9.99,NRW,19.98
C1179,WINTER,FUS001,Allgäuer Latschenkiefer Fußbad,2025-01-12,1,1,supermarket,4.99,Saarland,4.99
C1183,WINTER,MOB001,Allgäuer Latschenkiefer Mobil Gel,2025-01-12,1,1,pharmacy,7.99,Hessen,7.99
C1187,WINTER,FUS001,Allgäuer Latschenkiefer Fußbad,2025-01-12,1,1,pharmacy,4.99,Bayern,4.99
C1221,BUDGET,FUS001,Allgäuer Latschenkiefer Fußbad,2025-01-12,1,1,supermarket,4.99,Hessen,4.99
C1261,BUDGET,FUS001,Allgäuer Latschenkiefer Fußbad,2025-01-12,1,2,drugstore,4.99,Hessen,9.98
C1006,ATHLETE,MOB001,Allgäuer Latschenkiefer Mobil Gel,2025-01-13,1,1,pharmacy,7.99,NRW,7.99
C1133,SELFCARE,BEI001,5in1 Beinlotion,2025-01-13,1,1,pharmacy,9.99,Saarland,9.99
C1139,WINTER,FUS001,Allgäuer Latschenkiefer Fußbad,2025-01-13,1,1,supermarket,4.99,Saarland,4.99
C1248,BUDGET,FUS001,Allgäuer Latschenkiefer Fußbad,2025-01-13,1,1,supermarket,4.99,Baden-Württemberg,4.99
C1135,SELFCARE,HOR001,Hornhaut Entferner Maske,2025-01-14,1,2,pharmacy,5.49,Saarland,10.98
C1155,WINTER,FUS001,Allgäuer Latschenkiefer Fußbad,2025-01-14,1,3,supermarket,4.99,Hessen,14.97
C1160,WINTER,MOB001,Allgäuer Latschenkiefer Mobil Gel,2025-01-14,1,1,pharmacy,7.99,Hessen,7.99
C1185,WINTER,MOB001,Allgäuer Latschenkiefer Mobil Gel,2025-01-14,1,2,pharmacy,7.99,Saarland,15.98
C1230,BUDGET,FUS001,Allgäuer Latschenkiefer Fußbad,2025-01-14,1,2,supermarket,4.99,Baden-Württemberg,9.98
C1264,BUDGET,HOR001,Hornhaut Entferner Maske,2025-01-14,1,1,supermarket,5.49,Hessen,5.49
C1026,ATHLETE,MOB001,Allgäuer Latschenkiefer Mobil Gel,2025-01-15,1,1,online,7.99,NRW,7.99
C1171,WINTER,MOB001,Allgäuer Latschenkiefer Mobil Gel,2025-01-15,1,2,pharmacy,7.99,Hessen,15.98
C1207,BUDGET,BEI001,5in1 Beinlotion,2025-01-15,1,2,drugstore,9.99,Baden-Württemberg,19.98
C1258,BUDGET,BEI001,5in1 Beinlotion,2025-01-15,1,2,supermarket,9.99,NRW,19.98
C1079,SELFCARE,BEI001,5in1 Beinlotion,2025-01-16,1,1,pharmacy,9.99,NRW,9.99
C1160,WINTER,FUS001,Allgäuer Latschenkiefer Fußbad,2025-01-16,1,3,supermarket,4.99,Bayern,14.97
C1161,WINTER,MOB001,Allgäuer Latschenkiefer Mobil Gel,2025-01-16,1,1,pharmacy,7.99,Saarland,7.99
C1191,WINTER,FUS001,Allgäuer Latschenkiefer Fußbad,2025-01-16,1,1,pharmacy,4.99,Saarland,4.99
C1204,BUDGET,FUS001,Allgäuer Latschenkiefer Fußbad,2025-01-16,1,1,drugstore,4.99,Hessen,4.99
C1116,SELFCARE,HOR001,Hornhaut Entferner Maske,2025-01-17,1,2,drugstore,5.49,NRW,10.98
C1146,WINTER,MOB001,Allgäuer Latschenkiefer Mobil Gel,2025-01-17,1,1,supermarket,7.99,Saarland,7.99
C1153,WINTER,MOB001,Allgäuer Latschenkiefer Mobil Gel,2025-01-17,1,1,supermarket,7.99,Saarland,7.99
C1203,BUDGET,EIS001,Eisspray akut,2025-01-17,1,1,drugstore,8.49,Hessen,8.49
C1064,SELFCARE,BEI001,5in1 Beinlotion,2025-01-18,1,3,drugstore,9.99,Hessen,29.97
C1065,SELFCARE,HOR001,Hornhaut Entferner Maske,2025-01-18,1,1,pharmacy,5.49,Saarland,5.49
C1111,SELFCARE,HOR001,Hornhaut Entferner Maske,2025-01-18,1,1,pharmacy,5.49,NRW,5.49
C1168,WINTER,FUS001,Allgäuer Latschenkiefer Fußbad,2025-01-18,1,2,pharmacy,4.99,Hessen,9.98
C1169,WINTER,MOB001,Allgäuer Latschenkiefer Mobil Gel,2025-01-18,1,2,supermarket,7.99,Hessen,15.98
C1193,WINTER,FUS001,Allgäuer Latschenkiefer Fußbad,2025-01-18,1,2,pharmacy,4.99,Hessen,9.98
C1223,BUDGET,FUS001,Allgäuer Latschenkiefer Fußbad,2025-01-18,1,2,drugstore,4.99,Hessen,9.98
C1146,WINTER,MOB001,Allgäuer Latschenkiefer Mobil Gel,2025-01-19,1,2,pharmacy,7.99,Saarland,15.98
C1175,WINTER,FUS001,Allgäuer Latschenkiefer Fußbad,2025-01-19,1,1,pharmacy,4.99,Bayern,4.99
C1190,WINTER,FUS001,Allgäuer Latschenkiefer Fußbad,2025-01-19,1,2,supermarket,4.99,Hessen,9.98
C1011,ATHLETE,MOB001,Allgäuer Latschenkiefer Mobil Gel,2025-01-20,1,1,pharmacy,7.99,NRW,7.99
C1091,SELFCARE,BEI001,5in1 Beinlotion,2025-01-20,1,1,drugstore,9.99,Saarland,9.99
C1141,WINTER,MOB001,Allgäuer Latschenkiefer Mobil Gel,2025-01-21,1,1,supermarket,7.99,Bayern,7.99
C1172,WINTER,FUS001,Allgäuer Latschenkiefer Fußbad,2025-01-21,1,1,pharmacy,4.99,Bayern,4.99
C1252,BUDGET,BEI001,5in1 Beinlotion,2025-01-21,1,3,drugstore,9.99,NRW,29.97
C1011,ATHLETE,MOB001,Allgäuer Latschenkiefer Mobil Gel,2025-01-22,1,3,pharmacy,7.99,Baden-Württemberg,23.97
C1117,SELFCARE,HOR001,Hornhaut Entferner Maske,2025-01-22,1,1,pharmacy,5.49,NRW,5.49
C1134,SELFCARE,BEI001,5in1 Beinlotion,2025-01-22,1,1,drugstore,9.99,Hessen,9.99
C1149,WINTER,FUS001,Allgäuer Latschenkiefer Fußbad,2025-01-22,1,1,pharmacy,4.99,Bayern,4.99
C1196,BUDGET,HOR001,Hornhaut Entferner Maske,2025-01-22,1,2,drugstore,5.49,Baden-Württemberg,10.98
C1035,ATHLETE,MOB001,Allgäuer Latschenkiefer Mobil Gel,2025-01-23,1,1,online,7.99,NRW,7.99
C1080,SELFCARE,HOR001,Hornhaut Entferner Maske,2025-01-23,1,1,pharmacy,5.49,Hessen,5.49
C1154,WINTER,FUS001,Allgäuer Latschenkiefer Fußbad,2025-01-23,1,1,pharmacy,4.99,Bayern,4.99
C1170,WINTER,FUS001,Allgäuer Latschenkiefer Fußbad,2025-01-23,1,2,pharmacy,4.99,Bayern,9.98
C1203,BUDGET,FUS001,Allgäuer Latschenkiefer Fußbad,2025-01-23,1,1,drugstore,4.99,Baden-Württemberg,4.99
C1220,BUDGET,FUS001,Allgäuer Latschenkiefer Fußbad,2025-01-23,1,1,drugstore,4.99,NRW,4.99
C1253,BUDGET,FUS001,Allgäuer Latschenkiefer Fußbad,2025-01-23,1,1,supermarket,4.99,Hessen,4.99
C1035,ATHLETE,MOB001,Allgäuer Latschenkiefer Mobil Gel,2025-01-24,1,1,online,7.99,Baden-Württemberg,7.99
C1175,WINTER,FUS001,Allgäuer Latschenkiefer Fußbad,2025-01-24,1,1,supermarket,4.99,Saarland,4.99
C1182,WINTER,FUS001,Allgäuer Latschenkiefer Fußbad,2025-01-24,1,1,pharmacy,4.99,Hessen,4.99
C1256,BUDGET,FUS001,Allgäuer Latschenkiefer Fußbad,2025-01-24,1,1,supermarket,4.99,Hessen,4.99
C1011,ATHLETE,MOB001,Allgäuer Latschenkiefer Mobil Gel,2025-01-26,1,1,online,7.99,NRW,7.99
C1160,WINTER,FUS001,Allgäuer Latschenkiefer Fußbad,2025-01-26,1,3,pharmacy,4.99,Bayern,14.97
C1180,WINTER,FUS001,Allgäuer Latschenkiefer Fußbad,2025-01-26,1,1,pharmacy,4.99,Saarland,4.99
C1036,ATHLETE,MOB001,Allgäuer Latschenkiefer Mobil Gel,2025-01-28,1,1,pharmacy,7.99,Bayern,7.99
C1038,ATHLETE,MOB001,Allgäuer Latschenkiefer Mobil Gel,2025-01-28,1,1,pharmacy,7.99,Baden-Württemberg,7.99
C1110,SELFCARE,HOR001,Hornhaut Entferner Maske,2025-01-28,1,2,pharmacy,5.49,NRW,10.98
C1156,WINTER,FUS001,Allgäuer Latschenkiefer Fußbad,2025-01-28,1,1,pharmacy,4.99,Hessen,4.99
C1176,WINTER,FUS001,Allgäuer Latschenkiefer Fußbad,2025-01-28,1,1,supermarket,4.99,Hessen,4.99
C1234,BUDGET,EIS001,Eisspray akut,2025-02-01,2,1,supermarket,8.49,Baden-Württemberg,8.49
C1126,SELFCARE,HOR001,Hornhaut Entferner Maske,2025-02-02,2,2,drugstore,5.49,NRW,10.98
C1139,WINTER,MOB001,Allgäuer Latschenkiefer Mobil Gel,2025-02-02,2,2,supermarket,7.99,Bayern,15.98
C1142,WINTER,MOB001,Allgäuer Latschenkiefer Mobil Gel,2025-02-02,2,1,pharmacy,7.99,Hessen,7.99
C1149,WINTER,FUS001,Allgäuer Latschenkiefer Fußbad,2025-02-02,2,1,pharmacy,4.99,Bayern,4.99
C1159,WINTER,FUS001,Allgäuer Latschenkiefer Fußbad,2025-02-02,2,1,supermarket,4.99,Bayern,4.99
C1171,WINTER,FUS001,Allgäuer Latschenkiefer Fußbad,2025-02-02,2,3,supermarket,4.99,Saarland,14.97
C1174,WINTER,FUS001,Allgäuer Latschenkiefer Fußbad,2025-02-02,2,1,pharmacy,4.99,Saarland,4.99
C1222,BUDGET,HOR001,Hornhaut Entferner Maske,2025-02-02,2,1,drugstore,5.49,Hessen,5.49
C1246,BUDGET,FUS001,Allgäuer Latschenkiefer Fußbad,2025-02-02,2,1,drugstore,4.99,Hessen,4.99
C1048,ATHLETE,EIS001,Eisspray akut,2025-02-03,2,1,pharmacy,8.49,Bayern,8.49
C1191,WINTER,MOB001,Allgäuer Latschenkiefer Mobil Gel,2025-02-03,2,2,pharmacy,7.99,Hessen,15.98
C1236,BUDGET,EIS001,Eisspray akut,2025-02-03,2,1,drugstore,8.49,NRW,8.49
C1043,ATHLETE,EIS001,Eisspray akut,2025-02-04,2,2,pharmacy,8.49,Bayern,16.98
C1159,WINTER,FUS001,Allgäuer Latschenkiefer Fußbad,2025-02-04,2,1,supermarket,4.99,Bayern,4.99
C1005,ATHLETE,MOB001,Allgäuer Latschenkiefer Mobil Gel,2025-02-05,2,2,pharmacy,7.99,Bayern,15.98
C1030,ATHLETE,MOB001,Allgäuer Latschenkiefer Mobil Gel,2025-02-05,2,2,pharmacy,7.99,Baden-Württemberg,15.98
C1042,ATHLETE,MOB001,Allgäuer Latschenkiefer Mobil Gel,2025-02-05,2,1,pharmacy,7.99,Bayern,7.99
C1150,WINTER,FUS001,Allgäuer Latschenkiefer Fußbad,2025-02-05,2,1,supermarket,4.99,Bayern,4.99
C1198,BUDGET,FUS001,Allgäuer Latschenkiefer Fußbad,2025-02-05,2,2,drugstore,4.99,Baden-Württemberg,9.98
C1212,BUDGET,EIS001,Eisspray akut,2025-02-05,2,2,drugstore,8.49,Baden-Württemberg,16.98
C1220,BUDGET,EIS001,Eisspray akut,2025-02-05,2,1,drugstore,8.49,NRW,8.49
C1232,BUDGET,FUS001,Allgäuer Latschenkiefer Fußbad,2025-02-05,2,2,supermarket,4.99,NRW,9.98
C1235,BUDGET,EIS001,Eisspray akut,2025-02-05,2,2,supermarket,8.49,Hessen,16.98
C1006,ATHLETE,MOB001,Allgäuer Latschenkiefer Mobil Gel,2025-02-06,2,1,online,7.99,Bayern,7.99
C1117,SELFCARE,BEI001,5in1 Beinlotion,2025-02-06,2,2,pharmacy,9.99,NRW,19.98
C1181,WINTER,MOB001,Allgäuer Latschenkiefer Mobil Gel,2025-02-06,2,2,supermarket,7.99,Bayern,15.98
C1210,BUDGET,FUS001,Allgäuer Latschenkiefer Fußbad,2025-02-06,2,2,supermarket,4.99,NRW,9.98
C1234,BUDGET,FUS001,Allgäuer Latschenkiefer Fußbad,2025-02-06,2,2,supermarket,4.99,Baden-Württemberg,9.98
C1008,ATHLETE,EIS001,Eisspray akut,2025-02-07,2,1,online,8.49,NRW,8.49
C1018,ATHLETE,MOB001,Allgäuer Latschenkiefer Mobil Gel,2025-02-07,2,1,pharmacy,7.99,NRW,7.99
C1030,ATHLETE,MOB001,Allgäuer Latschenkiefer Mobil Gel,2025-02-07,2,2,online,7.99,Baden-Württemberg,15.98
C1049,ATHLETE,EIS001,Eisspray akut,2025-02-07,2,2,online,8.49,NRW,16.98
C1083,SELFCARE,HOR001,Hornhaut Entferner Maske,2025-02-07,2,3,pharmacy,5.49,NRW,16.47
C1105,SELFCARE,BEI001,5in1 Beinlotion,2025-02-07,2,2,pharmacy,9.99,Hessen,19.98
C1242,BUDGET,FUS001,Allgäuer Latschenkiefer Fußbad,2025-02-07,2,1,drugstore,4.99,NRW,4.99
C1001,ATHLETE,EIS001,Eisspray akut,2025-02-08,2,1,online,8.49,Baden-Württemberg,8.49
C1005,ATHLETE,MOB001,Allgäuer Latschenkiefer Mobil Gel,2025-02-08,2,1,online,7.99,Baden-Württemberg,7.99
C1031,ATHLETE,MOB001,Allgäuer Latschenkiefer Mobil Gel,2025-02-08,2,2,online,7.99,NRW,15.98
C1190,WINTER,MOB001,Allgäuer Latschenkiefer Mobil Gel,2025-02-08,2,1,pharmacy,7.99,Bayern,7.99
C1202,BUDGET,EIS001,Eisspray akut,2025-02-08,2,1,supermarket,8.49,Hessen,8.49
C1214,BUDGET,FUS001,Allgäuer Latschenkiefer Fußbad,2025-02-08,2,1,drugstore,4.99,Hessen,4.99
C1247,BUDGET,FUS001,Allgäuer Latschenkiefer Fußbad,2025-02-08,2,1,drugstore,4.99,Hessen,4.99
C1166,WINTER,MOB001,Allgäuer Latschenkiefer Mobil Gel,2025-02-09,2,1,pharmacy,7.99,Bayern,7.99
C1007,ATHLETE,MOB001,Allgäuer Latschenkiefer Mobil Gel,2025-02-10,2,1,online,7.99,Baden-Württemberg,7.99
C1044,ATHLETE,MOB001,Allgäuer Latschenkiefer Mobil Gel,2025-02-10,2,1,online,7.99,Bayern,7.99
C1146,WINTER,FUS001,Allgäuer Latschenkiefer Fußbad,2025-02-10,2,2,supermarket,4.99,Bayern,9.98
C1159,WINTER,FUS001,Allgäuer Latschenkiefer Fußbad,2025-02-10,2,2,pharmacy,4.99,Hessen,9.98
C1188,WINTER,MOB001,Allgäuer Latschenkiefer Mobil Gel,2025-02-10,2,1,supermarket,7.99,Bayern,7.99
C1254,BUDGET,FUS001,Allgäuer Latschenkiefer Fußbad,2025-02-10,2,1,supermarket,4.99,Hessen,4.99
C1033,ATHLETE,EIS001,Eisspray akut,2025-02-11,2,1,online,8.49,Baden-Württemberg,8.49
C1218,BUDGET,EIS001,Eisspray akut,2025-02-11,2,1,supermarket,8.49,Baden-Württemberg,8.49
C1218,BUDGET,EIS001,Eisspray akut,2025-02-11,2,1,supermarket,8.49,Hessen,8.49
C1002,ATHLETE,MOB001,Allgäuer Latschenkiefer Mobil Gel,2025-02-12,2,1,pharmacy,7.99,Baden-Württemberg,7.99
C1034,ATHLETE,EIS001,Eisspray akut,2025-02-12,2,2,online,8.49,Baden-Württemberg,16.98
C1246,BUDGET,EIS001,Eisspray akut,2025-02-12,2,1,supermarket,8.49,NRW,8.49
C1049,ATHLETE,EIS001,Eisspray akut,2025-02-13,2,3,pharmacy,8.49,Baden-Württemberg,25.47
C1137,WINTER,FUS001,Allgäuer Latschenkiefer Fußbad,2025-02-13,2,1,pharmacy,4.99,Bayern,4.99
C1003,ATHLETE,MOB001,Allgäuer Latschenkiefer Mobil Gel,2025-02-14,2,1,online,7.99,Baden-Württemberg,7.99
C1015,ATHLETE,EIS001,Eisspray akut,2025-02-14,2,1,pharmacy,8.49,Bayern,8.49
C1067,SELFCARE,HOR001,Hornhaut Entferner Maske,2025-02-14,2,1,pharmacy,5.49,Hessen,5.49
C1147,WINTER,FUS001,Allgäuer Latschenkiefer Fußbad,2025-02-14,2,1,supermarket,4.99,Bayern,4.99
C1051,ATHLETE,MOB001,Allgäuer Latschenkiefer Mobil Gel,2025-02-15,2,1,online,7.99,Bayern,7.99
C1178,WINTER,MOB001,Allgäuer Latschenkiefer Mobil Gel,2025-02-15,2,2,supermarket,7.99,Saarland,15.98
C1192,WINTER,MOB001,Allgäuer Latschenkiefer Mobil Gel,2025-02-15,2,1,pharmacy,7.99,Saarland,7.99
C1225,BUDGET,HOR001,Hornhaut Entferner Maske,2025-02-15,2,1,supermarket,5.49,Baden-Württemberg,5.49
C1239,BUDGET,FUS001,Allgäuer Latschenkiefer Fußbad,2025-02-15,2,2,supermarket,4.99,Baden-Württemberg,9.98
C1247,BUDGET,FUS001,Allgäuer Latschenkiefer Fußbad,2025-02-15,2,1,drugstore,4.99,NRW,4.99
C1247,BUDGET,EIS001,Eisspray akut,2025-02-16,2,1,supermarket,8.49,NRW,8.49
C1257,BUDGET,EIS001,Eisspray akut,2025-02-16,2,2,supermarket,8.49,NRW,16.98
C1259,BUDGET,FUS001,Allgäuer Latschenkiefer Fußbad,2025-02-16,2,2,drugstore,4.99,Hessen,9.98
C1007,ATHLETE,EIS001,Eisspray akut,2025-02-17,2,1,online,8.49,Bayern,8.49
C1037,ATHLETE,MOB001,Allgäuer Latschenkiefer Mobil Gel,2025-02-17,2,1,pharmacy,7.99,Bayern,7.99
C1053,ATHLETE,MOB001,Allgäuer Latschenkiefer Mobil Gel,2025-02-17,2,1,pharmacy,7.99,Bayern,7.99
C1143,WINTER,MOB001,Allgäuer Latschenkiefer Mobil Gel,2025-02-17,2,2,supermarket,7.99,Hessen,15.98
C1149,WINTER,FUS001,Allgäuer Latschenkiefer Fußbad,2025-02-17,2,3,supermarket,4.99,Bayern,14.97
C1244,BUDGET,BEI001,5in1 Beinlotion,2025-02-17,2,1,drugstore,9.99,Baden-Württemberg,9.99
C1251,BUDGET,EIS001,Eisspray akut,2025-02-17,2,2,drugstore,8.49,Hessen,16.98
C1059,SELFCARE,BEI001,5in1 Beinlotion,2025-02-18,2,3,pharmacy,9.99,NRW,29.97
C1082,SELFCARE,HOR001,Hornhaut Entferner Maske,2025-02-18,2,1,pharmacy,5.49,Hessen,5.49
C1148,WINTER,MOB001,Allgäuer Latschenkiefer Mobil Gel,2025-02-18,2,1,pharmacy,7.99,Hessen,7.99
C1164,WINTER,MOB001,Allgäuer Latschenkiefer Mobil Gel,2025-02-18,2,1,pharmacy,7.99,Saarland,7.99
C1204,BUDGET,HOR001,Hornhaut Entferner Maske,2025-02-18,2,1,drugstore,5.49,NRW,5.49
C1062,SELFCARE,HOR001,Hornhaut Entferner Maske,2025-02-19,2,2,pharmacy,5.49,NRW,10.98
C1080,SELFCARE,BEI001,5in1 Beinlotion,2025-02-19,2,1,pharmacy,9.99,Hessen,9.99
C1123,SELFCARE,BEI001,5in1 Beinlotion,2025-02-19,2,1,pharmacy,9.99,NRW,9.99
C1184,WINTER,MOB001,Allgäuer Latschenkiefer Mobil Gel,2025-02-19,2,1,supermarket,7.99,Bayern,7.99
C1234,BUDGET,FUS001,Allgäuer Latschenkiefer Fußbad,2025-02-19,2,3,drugstore,4.99,NRW,14.97
C1048,ATHLETE,MOB001,Allgäuer Latschenkiefer Mobil Gel,2025-02-20,2,1,pharmacy,7.99,Bayern,7.99
C1050,ATHLETE,MOB001,Allgäuer Latschenkiefer Mobil Gel,2025-02-20,2,1,pharmacy,7.99,Baden-Württemberg,7.99
C1112,SELFCARE,HOR001,Hornhaut Entferner Maske,2025-02-21,2,2,pharmacy,5.49,Hessen,10.98
C1173,WINTER,FUS001,Allgäuer Latschenkiefer Fußbad,2025-02-21,2,1,pharmacy,4.99,Saarland,4.99
C1044,ATHLETE,MOB001,Allgäuer Latschenkiefer Mobil Gel,2025-02-22,2,1,pharmacy,7.99,Bayern,7.99
C1141,WINTER,MOB001,Allgäuer Latschenkiefer Mobil Gel,2025-02-22,2,1,supermarket,7.99,Hessen,7.99
C1146,WINTER,FUS001,Allgäuer Latschenkiefer Fußbad,2025-02-22,2,2,pharmacy,4.99,Saarland,9.98
C1162,WINTER,FUS001,Allgäuer Latschenkiefer Fußbad,2025-02-22,2,1,pharmacy,4.99,Bayern,4.99
C1162,WINTER,MOB001,Allgäuer Latschenkiefer Mobil Gel,2025-02-22,2,2,pharmacy,7.99,Hessen,15.98
C1191,WINTER,MOB001,Allgäuer Latschenkiefer Mobil Gel,2025-02-22,2,1,supermarket,7.99,Saarland,7.99
C1017,ATHLETE,EIS001,Eisspray akut,2025-02-23,2,2,online,8.49,Bayern,16.98
C1018,ATHLETE,MOB001,Allgäuer Latschenkiefer Mobil Gel,2025-02-23,2,1,pharmacy,7.99,NRW,7.99
C1041,ATHLETE,MOB001,Allgäuer Latschenkiefer Mobil Gel,2025-02-23,2,3,pharmacy,7.99,Baden-Württemberg,23.97
C1054,ATHLETE,EIS001,Eisspray akut,2025-02-23,2,1,online,8.49,NRW,8.49
C1099,SELFCARE,BEI001,5in1 Beinlotion,2025-02-23,2,1,pharmacy,9.99,NRW,9.99
